id,givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
C000684,Thomas,Connally,Terry,Thomas,Connally,Terry,Tom,Mr.,,,1877,1963,"[{""position"":""Representative"",""congressNumber"":65,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":66,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":67,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":68,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":69,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":70,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":81,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""TX"",""parties"":[""Democrat""]}]"
C000695,John,Conness,,John,Conness,,,,,,1821,1909,"[{""position"":""Senator"",""congressNumber"":38,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":39,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":40,""stateName"":""CA"",""parties"":[""Republican""]}]"
C000701,Simon,Conover,Barclay,Simon,Conover,Barclay,,,,,1840,1908,"[{""position"":""Senator"",""congressNumber"":43,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":44,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":45,""stateName"":""FL"",""parties"":[""Republican""]}]"
C000703,Charles,Conrad,Magill,Charles,Conrad,Magill,,Mr.,,,1804,1878,"[{""position"":""Senator"",""congressNumber"":27,""stateName"":""LA"",""parties"":[""Whig""]},{""position"":""Representative"",""congressNumber"":31,""stateName"":""LA"",""parties"":[""Whig""],""electionDate"":""1849-11-05"",""electionCirca"":false}]"
C000705,Kent,Conrad,,Kent,Conrad,,,,,,1948,,"[{""position"":""Senator"",""congressNumber"":100,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""ND"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ND"",""parties"":[""Democrat""]}]"
C000721,Marlow,Cook,Webster,Marlow,Cook,Webster,,,,,1926,2016,"[{""position"":""Senator"",""congressNumber"":90,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":91,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""KY"",""parties"":[""Republican""]}]"
C000740,Marcus,Coolidge,Allen,Marcus,Coolidge,Allen,,,,,1865,1947,"[{""position"":""Senator"",""congressNumber"":74,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""MA"",""parties"":[""Democrat""]}]"
C001088,Christopher,Coons,A.,Christopher,Coons,A.,,,,,1963,,"[{""position"":""Senator"",""congressNumber"":111,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false}]"
C000751,Henry,Cooper,,Henry,Cooper,,,,,,1827,1884,"[{""position"":""Senator"",""congressNumber"":42,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":43,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":44,""stateName"":""TN"",""parties"":[""Democrat""]}]"
C000753,James,Cooper,,James,Cooper,,,Mr.,,,1810,1863,"[{""position"":""Representative"",""congressNumber"":26,""stateName"":""PA"",""parties"":[""Whig""],""electionDate"":""1838-10-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":27,""stateName"":""PA"",""parties"":[""Whig""],""electionDate"":""1840-10-13"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":31,""stateName"":""PA"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":32,""stateName"":""PA"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":33,""stateName"":""PA"",""parties"":[""Whig""]}]"
C000758,John,Cooper,Sherman,John,Cooper,Sherman,,,,,1901,1991,"[{""position"":""Senator"",""congressNumber"":79,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":88,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":89,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":90,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":91,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""KY"",""parties"":[""Republican""]}]"
C000769,Royal,Copeland,Samuel,Royal,Copeland,Samuel,,,,,1868,1938,"[{""position"":""Senator"",""congressNumber"":68,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""NY"",""parties"":[""Democrat""]}]"
C000771,Henry,Corbett,Winslow,Henry,Corbett,Winslow,,,,,1827,1903,"[{""position"":""Senator"",""congressNumber"":40,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":41,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":42,""stateName"":""OR"",""parties"":[""Republican""]}]"
C000774,Guy,Cordon,,Guy,Cordon,,,,,,1890,1969,"[{""position"":""Senator"",""congressNumber"":78,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":81,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""OR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""OR"",""parties"":[""Republican""]}]"
C001071,Robert,Corker,,Robert,Corker,,Bob,,,,1952,,"[{""position"":""Senator"",""congressNumber"":110,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""TN"",""parties"":[""Republican""]}]"
C001056,John,Cornyn,,John,Cornyn,,,,,,1952,,"[{""position"":""Senator"",""congressNumber"":107,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false}]"
C001113,Catherine,Cortez Masto,Marie,Catherine,Cortez Masto,Marie,,,,,1964,,"[{""position"":""Senator"",""congressNumber"":115,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false}]"
C000791,Thomas,Corwin,,Thomas,Corwin,,,Mr.,,,1794,1865,"[{""position"":""Representative"",""congressNumber"":22,""stateName"":""OH"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1830-10-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""OH"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1832-10-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":24,""stateName"":""OH"",""parties"":[""Whig""],""electionDate"":""1834-10-14"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":25,""stateName"":""OH"",""parties"":[""Whig""],""electionDate"":""1836-10-11"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":26,""stateName"":""OH"",""parties"":[""Whig""],""electionDate"":""1838-10-09"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":29,""stateName"":""OH"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""OH"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":31,""stateName"":""OH"",""parties"":[""Whig""]},{""position"":""Representative"",""congressNumber"":36,""stateName"":""OH"",""parties"":[""Republican""],""electionDate"":""1858-10-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":37,""stateName"":""OH"",""parties"":[""Republican""],""electionDate"":""1860-10-09"",""electionCirca"":false}]"
C001042,Jon,Corzine,Stevens,Jon,Corzine,Stevens,,,,,1947,,"[{""position"":""Senator"",""congressNumber"":107,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""NJ"",""parties"":[""Democrat""]}]"
C000797,Edward,Costigan,Prentiss,Edward,Costigan,Prentiss,,,,,1874,1939,"[{""position"":""Senator"",""congressNumber"":72,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""CO"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""CO"",""parties"":[""Democrat""],""electionCirca"":false}]"
C000802,Norris,Cotton,H.,Norris,Cotton,H.,,,,,1900,1989,"[{""position"":""Representative"",""congressNumber"":82,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":89,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":80,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":81,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":83,""stateName"":""NH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":91,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":88,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":90,""stateName"":""NH"",""parties"":[""Republican""]}]"
C001095,Tom,Cotton,,Tom,Cotton,,Tom,,,,1977,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false}]"
C000812,James,Couzens,,James,Couzens,,,,,,1872,1936,"[{""position"":""Senator"",""congressNumber"":67,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""MI"",""parties"":[""Republican""]}]"
C000813,Paul,Coverdell,,Paul,Coverdell,,,,,,1939,2000,"[{""position"":""Senator"",""congressNumber"":103,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""GA"",""parties"":[""Republican""]}]"
C000819,Edgar,Cowan,,Edgar,Cowan,,,,,,1815,1885,"[{""position"":""Senator"",""congressNumber"":37,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":38,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":39,""stateName"":""PA"",""parties"":[""Republican""]}]"
C001099,William,Cowan,,William,Cowan,,Mo,,,,1969,,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""]}]"
C000851,Samuel,Crafts,Chandler,Samuel,Crafts,Chandler,,Mr.,,,1768,1853,"[{""position"":""Representative"",""congressNumber"":15,""stateName"":""VT"",""parties"":[""Democratic Republican""],""electionDate"":""1816-09-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":16,""stateName"":""VT"",""parties"":[""Democratic Republican""],""electionDate"":""1818-09-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":17,""stateName"":""VT"",""parties"":[""Democratic Republican""],""electionDate"":""1820-09-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""VT"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1822-09-03"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":27,""stateName"":""VT"",""parties"":[""Whig""]}]"
C000852,Aaron,Cragin,Harrison,Aaron,Cragin,Harrison,,Mr.,,,1821,1898,"[{""position"":""Representative"",""congressNumber"":34,""stateName"":""NH"",""parties"":[""American""],""electionDate"":""1855-03-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":35,""stateName"":""NH"",""parties"":[""Republican""],""electionDate"":""1857-03-10"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":39,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":40,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":41,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":42,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":43,""stateName"":""NH"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":44,""stateName"":""NH"",""parties"":[""Republican""]}]"
C000858,Larry,Craig,Edwin,Larry,Craig,Edwin,,,,,1945,,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ID"",""parties"":[""Republican""]}]"
C001096,Kevin,Cramer,,Kevin,Cramer,,,,,,1961,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ND"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ND"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ND"",""parties"":[""Republican""],""electionCirca"":false}]"
C000875,Winthrop,Crane,Murray,Winthrop,Crane,Murray,,,,,1853,1920,"[{""position"":""Senator"",""congressNumber"":58,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""MA"",""parties"":[""Republican""]}]"
C000877,Alan,Cranston,,Alan,Cranston,,,,,,1914,2000,"[{""position"":""Senator"",""congressNumber"":91,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""CA"",""parties"":[""Democrat""]}]"
C000880,Michael,Crapo,Dean,Michael,Crapo,Dean,,,,,1951,,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false}]"
C000888,Coe,Crawford,Isaac,Coe,Crawford,Isaac,,,,,1858,1944,"[{""position"":""Senator"",""congressNumber"":61,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""SD"",""parties"":[""Republican""]}]"
C000895,William,Crawford,Harris,William,Crawford,Harris,,,,,1772,1834,"[{""position"":""Senator"",""congressNumber"":10,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""]}]"
C000904,John,Creswell,Angel James,John,Creswell,Angel James,,Mr.,,,1828,1891,"[{""position"":""Representative"",""congressNumber"":38,""stateName"":""MD"",""parties"":[""Republican""],""electionDate"":""1863-11-03"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":39,""stateName"":""MD"",""parties"":[""Unconditional Unionist""]}]"
C000906,Edward,Crippa,David,Edward,Crippa,David,,,,,1899,1960,"[{""position"":""Senator"",""congressNumber"":83,""stateName"":""WY"",""parties"":[""Republican""]}]"
