id,givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
W000061,John,Walker,Williams,John,Walker,Williams,,,,,1783,1823,"[{""position"":""Senator"",""congressNumber"":16,""stateName"":""AL"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":17,""stateName"":""AL"",""parties"":[""Democratic Republican""]}]"
W000059,John,Walker,,John,Walker,,,,,,1744,1809,"[{""position"":""Delegate"",""congressNumber"":2,""stateName"":""VA""},{""position"":""Senator"",""congressNumber"":1,""stateName"":""VA"",""parties"":[""Pro-Administration""]}]"
W000067,Robert,Walker,John,Robert,Walker,John,,,,,1801,1869,"[{""position"":""Senator"",""congressNumber"":24,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":27,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":28,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""MS"",""parties"":[""Democrat""]}]"
W000069,Walter,Walker,,Walter,Walker,,,,,,1883,1956,"[{""position"":""Senator"",""congressNumber"":72,""stateName"":""CO"",""parties"":[""Democrat""]}]"
W000071,Garret,Wall,Dorset,Garret,Wall,Dorset,,,,,1783,1850,"[{""position"":""Senator"",""congressNumber"":24,""stateName"":""NJ"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""NJ"",""parties"":[""Democrat""]}]"
W000072,James,Wall,Walter,James,Wall,Walter,,,,,1820,1872,"[{""position"":""Senator"",""congressNumber"":37,""stateName"":""NJ"",""parties"":[""Democrat""]}]"
W000084,William,Wallace,Andrew,William,Wallace,Andrew,,,,,1827,1896,"[{""position"":""Senator"",""congressNumber"":44,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":45,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":46,""stateName"":""PA"",""parties"":[""Democrat""]}]"
W000088,Monrad,Wallgren,Charles,Monrad,Wallgren,Charles,,Mr.,,,1891,1961,"[{""position"":""Representative"",""congressNumber"":73,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":74,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":75,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":76,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""WA"",""parties"":[""Democrat""]}]"
W000092,Malcolm,Wallop,,Malcolm,Wallop,,,,,,1933,2011,"[{""position"":""Senator"",""congressNumber"":95,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""WY"",""parties"":[""Republican""]}]"
W000096,Arthur,Walsh,,Arthur,Walsh,,,,,,1896,1947,"[{""position"":""Senator"",""congressNumber"":78,""stateName"":""NJ"",""parties"":[""Democrat""]}]"
W000097,David,Walsh,Ignatius,David,Walsh,Ignatius,,,,,1872,1947,"[{""position"":""Senator"",""congressNumber"":66,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""MA"",""parties"":[""Democrat""]}]"
W000818,John,Walsh,E.,John,Walsh,E.,,,,,1960,,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""MT"",""parties"":[""Democrat""]}]"
W000103,Patrick,Walsh,,Patrick,Walsh,,,,,,1840,1899,"[{""position"":""Senator"",""congressNumber"":53,""stateName"":""GA"",""parties"":[""Democrat""]}]"
W000104,Thomas,Walsh,James,Thomas,Walsh,James,,,,,1859,1933,"[{""position"":""Senator"",""congressNumber"":63,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":66,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""MT"",""parties"":[""Democrat""]}]"
W000110,Herbert,Walters,Sanford,Herbert,Walters,Sanford,,,,,1891,1973,"[{""position"":""Senator"",""congressNumber"":88,""stateName"":""TN"",""parties"":[""Democrat""]}]"
W000111,Edward,Walthall,Cary,Edward,Walthall,Cary,,,,,1831,1898,"[{""position"":""Senator"",""congressNumber"":49,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":50,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":51,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":52,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":53,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":54,""stateName"":""MS"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":55,""stateName"":""MS"",""parties"":[""Democrat""]}]"
W000114,George,Walton,,George,Walton,,,,,,1749,1804,"[{""position"":""Delegate"",""congressNumber"":2,""stateName"":""GA""},{""position"":""Delegate"",""congressNumber"":1,""stateName"":""GA""},{""position"":""Senator"",""congressNumber"":4,""stateName"":""GA"",""parties"":[""Federalist""]}]"
W000138,Matthias,Ward,,Matthias,Ward,,,,,,1805,1861,"[{""position"":""Senator"",""congressNumber"":35,""stateName"":""TX"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":36,""stateName"":""TX"",""parties"":[""Democrat""]}]"
W000148,Nicholas,Ware,,Nicholas,Ware,,,,,,1776,1824,"[{""position"":""Senator"",""congressNumber"":17,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":18,""stateName"":""GA"",""parties"":[""Crawford Republican""]}]"
W000154,John,Warner,William,John,Warner,William,,,,,1927,2021,"[{""position"":""Senator"",""congressNumber"":95,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""VA"",""parties"":[""Republican""]}]"
W000805,Mark,Warner,R.,Mark,Warner,R.,,,,,1954,,"[{""position"":""Senator"",""congressNumber"":111,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false}]"
W000159,Willard,Warner,,Willard,Warner,,,,,,1826,1906,"[{""position"":""Senator"",""congressNumber"":40,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":41,""stateName"":""AL"",""parties"":[""Republican""]}]"
W000160,William,Warner,,William,Warner,,,Mr.,,,1840,1916,"[{""position"":""Representative"",""congressNumber"":49,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":50,""stateName"":""MO"",""parties"":[""Republican""],""electionDate"":""1886-11-02"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":59,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""MO"",""parties"":[""Republican""]}]"
W000790,Raphael,Warnock,Gamaliel,Raphael,Warnock,Gamaliel,,,,,1969,,"[{""position"":""Senator"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false}]"
W000817,Elizabeth,Warren,,Elizabeth,Warren,,,,,,1949,,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
W000164,Francis,Warren,Emroy,Francis,Warren,Emroy,,,,,1844,1929,"[{""position"":""Senator"",""congressNumber"":51,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":52,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":54,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":55,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":56,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":57,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":58,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":66,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""WY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""WY"",""parties"":[""Republican""]}]"
W000174,William,Washburn,Barrett,William,Washburn,Barrett,,Mr.,,,1820,1887,"[{""position"":""Representative"",""congressNumber"":38,""stateName"":""MA"",""parties"":[""Republican""],""electionDate"":""1862-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":39,""stateName"":""MA"",""parties"":[""Republican""],""electionDate"":""1864-11-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":40,""stateName"":""MA"",""parties"":[""Republican""],""electionDate"":""1866-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":41,""stateName"":""MA"",""parties"":[""Republican""],""electionDate"":""1868-11-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":42,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":43,""stateName"":""MA"",""parties"":[""Republican""]}]"
W000175,William,Washburn,Drew,William,Washburn,Drew,,,,,1831,1912,"[{""position"":""Representative"",""congressNumber"":46,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":47,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":48,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":51,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":52,""stateName"":""MN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":53,""stateName"":""MN"",""parties"":[""Republican""]}]"
W000186,Charles,Waterman,Winfield,Charles,Waterman,Winfield,,,,,1861,1932,"[{""position"":""Senator"",""congressNumber"":70,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""CO"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""CO"",""parties"":[""Republican""]}]"
W000190,Arthur,Watkins,Vivian,Arthur,Watkins,Vivian,,,,,1886,1973,"[{""position"":""Senator"",""congressNumber"":80,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":81,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""UT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""UT"",""parties"":[""Republican""]}]"
W000198,Clarence,Watson,Wayland,Clarence,Watson,Wayland,,,,,1864,1940,"[{""position"":""Senator"",""congressNumber"":61,""stateName"":""WV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""WV"",""parties"":[""Democrat""]}]"
W000203,James,Watson,Eli,James,Watson,Eli,,Mr.,,,1864,1948,"[{""position"":""Representative"",""congressNumber"":54,""stateName"":""IN"",""parties"":[""Republican""],""electionDate"":""1894-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":56,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":57,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":58,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":59,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":60,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":66,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":67,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""IN"",""parties"":[""Republican""]}]"
W000202,James,Watson,,James,Watson,,,,,,1750,1806,"[{""position"":""Senator"",""congressNumber"":5,""stateName"":""NY"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""NY"",""parties"":[""Federalist""]}]"
W000205,Thomas,Watson,Edward,Thomas,Watson,Edward,,Mr.,,,1856,1922,"[{""position"":""Representative"",""congressNumber"":52,""stateName"":""GA"",""parties"":[""Populist""],""electionDate"":""1890-11-04"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":67,""stateName"":""GA"",""parties"":[""Democrat""]}]"
W000803,James,Webb,H.,James,Webb,H.,Jim,,,,1946,,"[{""position"":""Senator"",""congressNumber"":110,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""VA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""VA"",""parties"":[""Democrat""]}]"
W000232,William,Webb,Robert,William,Webb,Robert,,,,,1842,1926,"[{""position"":""Senator"",""congressNumber"":62,""stateName"":""TN"",""parties"":[""Democrat""]}]"
W000238,Daniel,Webster,,Daniel,Webster,,,Mr.,,,1782,1852,"[{""position"":""Representative"",""congressNumber"":13,""stateName"":""NH"",""parties"":[""Federalist""],""electionDate"":""1812-08-31"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""NH"",""parties"":[""Federalist""],""electionDate"":""1814-08-29"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""MA"",""parties"":[""Adams-Clay Federalist""],""electionDate"":""1822-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""MA"",""parties"":[""Adams""],""electionDate"":""1824-11-01"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":20,""stateName"":""MA"",""parties"":[""Adams""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""MA"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":22,""stateName"":""MA"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":23,""stateName"":""MA"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""MA"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""MA"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""MA"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""MA"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""MA"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":31,""stateName"":""MA"",""parties"":[""Whig""]}]"
W000246,John,Weeks,Wingate,John,Weeks,Wingate,,Mr.,,,1860,1926,"[{""position"":""Representative"",""congressNumber"":59,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":60,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":61,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":62,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":63,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":64,""stateName"":""MA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":65,""stateName"":""MA"",""parties"":[""Republican""]}]"
W000248,Sinclair,Weeks,,Sinclair,Weeks,,,,,,1893,1972,"[{""position"":""Senator"",""congressNumber"":78,""stateName"":""MA"",""parties"":[""Republican""]}]"
W000253,Lowell,Weicker,Palmer,Lowell,Weicker,Palmer,,,Jr.,,1931,2023,"[{""position"":""Representative"",""congressNumber"":91,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":92,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":93,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":94,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":95,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":96,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":97,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":98,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":99,""stateName"":""CT"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""CT"",""parties"":[""Republican""]}]"
W000261,Adonijah,Welch,Strong,Adonijah,Welch,Strong,,,,,1821,1889,"[{""position"":""Senator"",""congressNumber"":40,""stateName"":""FL"",""parties"":[""Republican""]}]"
W000800,Peter,Welch,,Peter,Welch,,,,,,1947,,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""VT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""VT"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""VT"",""parties"":[""Democrat""],""electionCirca"":false}]"
W000269,Herman,Welker,,Herman,Welker,,,,,,1906,1957,"[{""position"":""Senator"",""congressNumber"":82,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""ID"",""parties"":[""Republican""]}]"
W000274,John,Weller,B.,John,Weller,B.,,Mr.,,,1812,1875,"[{""position"":""Representative"",""congressNumber"":26,""stateName"":""OH"",""parties"":[""Democrat""],""electionDate"":""1838-10-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":27,""stateName"":""OH"",""parties"":[""Democrat""],""electionDate"":""1840-10-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":28,""stateName"":""OH"",""parties"":[""Democrat""],""electionDate"":""1843-10-10"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":32,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":33,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":34,""stateName"":""CA"",""parties"":[""Democrat""]}]"
W000276,Ovington,Weller,Eugene,Ovington,Weller,Eugene,,,,,1862,1947,"[{""position"":""Senator"",""congressNumber"":67,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":68,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""MD"",""parties"":[""Republican""]}]"
W000279,George,Wellington,Louis,George,Wellington,Louis,,Mr.,,,1852,1927,"[{""position"":""Representative"",""congressNumber"":54,""stateName"":""MD"",""parties"":[""Republican""],""electionDate"":""1894-11-06"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":55,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":56,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":57,""stateName"":""MD"",""parties"":[""Republican""]}]"
W000285,John,Wells,Sullivan,John,Wells,Sullivan,,,,,1803,1860,"[{""position"":""Senator"",""congressNumber"":33,""stateName"":""NH"",""parties"":[""Democrat""]}]"
W000287,William,Wells,Hill,William,Wells,Hill,,,,,1769,1829,"[{""position"":""Senator"",""congressNumber"":5,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""DE"",""parties"":[""Federalist""]}]"
