id,givenName,familyName,unaccentedFamilyName,birthYear,deathYear,congresses,congressNumber,position,state,parties,congressYear,age,fullName
C000325,Dudley,Chase,chase,1771.0,1846.0,"[{""position"":""Senator"",""congressNumber"":13,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":20,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]}]",13,Senator,VT,Democratic Republican,1813,42.0,Dudley chase
C000325,Dudley,Chase,chase,1771.0,1846.0,"[{""position"":""Senator"",""congressNumber"":13,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":20,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]}]",14,Senator,VT,Democratic Republican,1815,44.0,Dudley chase
C000325,Dudley,Chase,chase,1771.0,1846.0,"[{""position"":""Senator"",""congressNumber"":13,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""VT"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":19,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":20,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""]}]",15,Senator,VT,Democratic Republican,1817,46.0,Dudley chase
C000369,Nathaniel,Chipman,chipman,1752.0,1843.0,"[{""position"":""Senator"",""congressNumber"":5,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""VT"",""parties"":[""Federalist""]}]",5,Senator,VT,Federalist,1797,45.0,Nathaniel chipman
C000369,Nathaniel,Chipman,chipman,1752.0,1843.0,"[{""position"":""Senator"",""congressNumber"":5,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""VT"",""parties"":[""Federalist""]}]",6,Senator,VT,Federalist,1799,47.0,Nathaniel chipman
C000369,Nathaniel,Chipman,chipman,1752.0,1843.0,"[{""position"":""Senator"",""congressNumber"":5,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""VT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""VT"",""parties"":[""Federalist""]}]",7,Senator,VT,Federalist,1801,49.0,Nathaniel chipman
C000408,William,Claiborne,claiborne,1775.0,1817.0,"[{""position"":""Representative"",""congressNumber"":5,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":6,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""LA"",""parties"":[""Democratic Republican""]}]",15,Senator,LA,Democratic Republican,1817,42.0,William claiborne
C000482,Henry,Clay,clay,1777.0,1852.0,"[{""position"":""Senator"",""congressNumber"":9,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":12,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1810-08-06"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1811-11-04"",""startCirca"":false}]},{""position"":""Representative"",""congressNumber"":13,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1812-08-03"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1813-05-24"",""startCirca"":false,""endDate"":""1814-01-19"",""endCirca"":false,""departureReason"":""Resigned""}]},{""position"":""Representative"",""congressNumber"":14,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1815-10-30"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1815-12-04"",""startCirca"":false}]},{""position"":""Representative"",""congressNumber"":15,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-08-05"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1817-12-01"",""startCirca"":false}]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1818-08-03"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1819-12-06"",""startCirca"":false,""endDate"":""1820-10-28"",""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":18,""stateName"":""KY"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1822-08-05"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1823-12-01"",""startCirca"":false}]},{""position"":""Senator"",""congressNumber"":22,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":23,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":27,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":31,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":32,""stateName"":""KY"",""parties"":[""Whig""]}]",9,Senator,KY,Democratic Republican,1805,28.0,Henry clay
C000482,Henry,Clay,clay,1777.0,1852.0,"[{""position"":""Senator"",""congressNumber"":9,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""KY"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":12,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1810-08-06"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1811-11-04"",""startCirca"":false}]},{""position"":""Representative"",""congressNumber"":13,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1812-08-03"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1813-05-24"",""startCirca"":false,""endDate"":""1814-01-19"",""endCirca"":false,""departureReason"":""Resigned""}]},{""position"":""Representative"",""congressNumber"":14,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1815-10-30"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1815-12-04"",""startCirca"":false}]},{""position"":""Representative"",""congressNumber"":15,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-08-05"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1817-12-01"",""startCirca"":false}]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionDate"":""1818-08-03"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1819-12-06"",""startCirca"":false,""endDate"":""1820-10-28"",""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":18,""stateName"":""KY"",""parties"":[""Adams-Clay Republican""],""electionDate"":""1822-08-05"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Speaker Of The House"",""startDate"":""1823-12-01"",""startCirca"":false}]},{""position"":""Senator"",""congressNumber"":22,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":23,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":27,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":31,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":32,""stateName"":""KY"",""parties"":[""Whig""]}]",11,Senator,KY,Democratic Republican,1809,32.0,Henry clay
C000497,Joshua,Clayton,clayton,1744.0,1798.0,"[{""position"":""Senator"",""congressNumber"":5,""stateName"":""DE"",""parties"":[""Federalist""]}]",5,Senator,DE,Federalist,1797,53.0,Joshua clayton
C000525,De,Clinton,clinton,1769.0,1828.0,"[{""position"":""Senator"",""congressNumber"":7,""stateName"":""NY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NY"",""parties"":[""Democratic Republican""]}]",7,Senator,NY,Democratic Republican,1801,32.0,De clinton
C000525,De,Clinton,clinton,1769.0,1828.0,"[{""position"":""Senator"",""congressNumber"":7,""stateName"":""NY"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NY"",""parties"":[""Democratic Republican""]}]",8,Senator,NY,Democratic Republican,1803,34.0,De clinton
C000572,William,Cocke,cocke,1748.0,1828.0,"[{""position"":""Senator"",""congressNumber"":4,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""TN"",""parties"":[""Democratic Republican""]}]",4,Senator,TN,Democratic Republican,1795,47.0,William cocke
C000572,William,Cocke,cocke,1748.0,1828.0,"[{""position"":""Senator"",""congressNumber"":4,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""TN"",""parties"":[""Democratic Republican""]}]",5,Senator,TN,Democratic Republican,1797,49.0,William cocke
C000572,William,Cocke,cocke,1748.0,1828.0,"[{""position"":""Senator"",""congressNumber"":4,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""TN"",""parties"":[""Democratic Republican""]}]",6,Senator,TN,Democratic Republican,1799,51.0,William cocke
C000572,William,Cocke,cocke,1748.0,1828.0,"[{""position"":""Senator"",""congressNumber"":4,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""TN"",""parties"":[""Democratic Republican""]}]",7,Senator,TN,Democratic Republican,1801,53.0,William cocke
C000572,William,Cocke,cocke,1748.0,1828.0,"[{""position"":""Senator"",""congressNumber"":4,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":6,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""TN"",""parties"":[""Democratic Republican""]}]",8,Senator,TN,Democratic Republican,1803,55.0,William cocke
C000627,John,Colhoun,colhoun,1749.0,1802.0,"[{""position"":""Senator"",""congressNumber"":7,""stateName"":""SC"",""parties"":[""Democratic Republican""]}]",7,Senator,SC,Democratic Republican,1801,52.0,John colhoun
C000671,John,Condit,condit,1755.0,1834.0,"[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1798-10-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1800-12-03"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-12"",""electionCirca"":true}]",8,Senator,NJ,Democratic Republican,1803,48.0,John condit
C000671,John,Condit,condit,1755.0,1834.0,"[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1798-10-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1800-12-03"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-12"",""electionCirca"":true}]",9,Senator,NJ,Democratic Republican,1805,50.0,John condit
C000671,John,Condit,condit,1755.0,1834.0,"[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1798-10-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1800-12-03"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-12"",""electionCirca"":true}]",10,Senator,NJ,Democratic Republican,1807,52.0,John condit
C000671,John,Condit,condit,1755.0,1834.0,"[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1798-10-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1800-12-03"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-12"",""electionCirca"":true}]",11,Senator,NJ,Democratic Republican,1809,54.0,John condit
C000671,John,Condit,condit,1755.0,1834.0,"[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1798-10-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1800-12-03"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-12"",""electionCirca"":true}]",12,Senator,NJ,Democratic Republican,1811,56.0,John condit
C000671,John,Condit,condit,1755.0,1834.0,"[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1798-10-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1800-12-03"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-12"",""electionCirca"":true}]",13,Senator,NJ,Democratic Republican,1813,58.0,John condit
C000671,John,Condit,condit,1755.0,1834.0,"[{""position"":""Representative"",""congressNumber"":6,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1798-10-09"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":7,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1800-12-03"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":8,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""NJ"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":16,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1818-10-12"",""electionCirca"":true}]",14,Senator,NJ,Democratic Republican,1815,60.0,John condit
C000895,William,Crawford,crawford,1772.0,1834.0,"[{""position"":""Senator"",""congressNumber"":10,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""]}]",10,Senator,GA,Democratic Republican,1807,35.0,William crawford
C000895,William,Crawford,crawford,1772.0,1834.0,"[{""position"":""Senator"",""congressNumber"":10,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""]}]",11,Senator,GA,Democratic Republican,1809,37.0,William crawford
C000895,William,Crawford,crawford,1772.0,1834.0,"[{""position"":""Senator"",""congressNumber"":10,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""]}]",12,Senator,GA,Democratic Republican,1811,39.0,William crawford
C000895,William,Crawford,crawford,1772.0,1834.0,"[{""position"":""Senator"",""congressNumber"":10,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""GA"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""GA"",""parties"":[""Democratic Republican""]}]",13,Senator,GA,Democratic Republican,1813,41.0,William crawford
C000912,John,Crittenden,crittenden,1786.0,1863.0,"[{""position"":""Senator"",""congressNumber"":15,""stateName"":""KY"",""parties"":[""Democratic Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":24,""stateName"":""KY"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""KY"",""parties"":[""Whig""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":27,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":28,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""KY"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":34,""stateName"":""KY"",""parties"":[""Opposition""]},{""position"":""Senator"",""congressNumber"":35,""stateName"":""KY"",""parties"":[""American (Know-Nothing)""]},{""position"":""Senator"",""congressNumber"":36,""stateName"":""KY"",""parties"":[""American (Know-Nothing)""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":37,""stateName"":""KY"",""parties"":[""Unionist""],""electionDate"":""1861-06-20"",""electionCirca"":false}]",15,Senator,KY,Democratic Republican,1817,31.0,John crittenden
C001031,Charles,Cutts,cutts,1769.0,1846.0,"[{""position"":""Senator"",""congressNumber"":11,""stateName"":""NH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NH"",""parties"":[""Democratic Republican""]}]",11,Senator,NH,Democratic Republican,1809,40.0,Charles cutts
C001031,Charles,Cutts,cutts,1769.0,1846.0,"[{""position"":""Senator"",""congressNumber"":11,""stateName"":""NH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NH"",""parties"":[""Democratic Republican""]}]",12,Senator,NH,Democratic Republican,1811,42.0,Charles cutts
C001031,Charles,Cutts,cutts,1769.0,1846.0,"[{""position"":""Senator"",""congressNumber"":11,""stateName"":""NH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""NH"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""NH"",""parties"":[""Democratic Republican""]}]",13,Senator,NH,Democratic Republican,1813,44.0,Charles cutts
D000002,David,Daggett,daggett,1764.0,1851.0,"[{""position"":""Senator"",""congressNumber"":13,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""CT"",""parties"":[""Federalist""]}]",13,Senator,CT,Federalist,1813,49.0,David daggett
D000002,David,Daggett,daggett,1764.0,1851.0,"[{""position"":""Senator"",""congressNumber"":13,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""CT"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""CT"",""parties"":[""Federalist""]}]",14,Senator,CT,Federalist,1815,51.0,David daggett
