NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first,st
livermore,2,Votes for teller for PUS & VP,,Feb,2,1797,4,12,,
martin,1,Votes for teller for PUS & VP,,Feb,2,1797,4,12,,
sedgwick,12,Votes for teller for PUS & VP,,Feb,2,1797,4,12,,
tichenor,1,Votes for teller for PUS & VP,,Feb,2,1797,4,12,,
bingham,5,cmte on P,,Feb,7,1797,4,13,,
bloodworth,2,cmte on P,,Feb,7,1797,4,13,,
blount,5,cmte on P,,Feb,7,1797,4,13,,
bradford,1,cmte on P,,Feb,7,1797,4,13,,
brown,9,cmte on P,,Feb,7,1797,4,13,,
cocke,3,cmte on P,,Feb,7,1797,4,13,,
goodhue,3,cmte on P,,Feb,7,1797,4,13,,
gunn,6,cmte on P,,Feb,7,1797,4,13,,
henry,2,cmte on P,,Feb,7,1797,4,13,,
hillhouse,6,cmte on P,,Feb,7,1797,4,13,,
howard,9,cmte on P,,Feb,7,1797,4,13,,
hunter,2,cmte on P,,Feb,7,1797,4,13,,
langdon,6,cmte on P,,Feb,7,1797,4,13,,
latimer,2,cmte on P,,Feb,7,1797,4,13,,
laurance,14,cmte on P,,Feb,7,1797,4,13,,
livermore,3,cmte on P,,Feb,7,1797,4,13,,
marshall,4,cmte on P,,Feb,7,1797,4,13,,
martin,8,cmte on P,,Feb,7,1797,4,13,,
mason,6,cmte on P,,Feb,7,1797,4,13,,
paine,5,cmte on P,,Feb,7,1797,4,13,,
read,18,cmte on P,,Feb,7,1797,4,13,,
ross,14,cmte on P,,Feb,7,1797,4,13,,
rutherfurd,6,cmte on P,,Feb,7,1797,4,13,,
sedgwick,6,cmte on P,,Feb,7,1797,4,13,,
tattnall,6,cmte on P,,Feb,7,1797,4,13,,
tazewell,2,cmte on P,,Feb,7,1797,4,13,,
tichenor,6,cmte on P,,Feb,7,1797,4,13,,
tracy,16,cmte on P,,Feb,7,1797,4,13,,
vining,1,cmte on P,,Feb,7,1797,4,13,,
brown,4,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
burr,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
cocke,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
foster,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
henry,3,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
howard,3,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
langdon,3,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
latimer,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
laurance,6,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
livermore,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
marshall,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
martin,2,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
paine,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
read,8,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
ross,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
sedgwick,19,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
stockton,4,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
tazewell,9,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
tracy,2,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
vining,1,Jt Cmte re arrangements for PUS,,Feb,9,1797,4,13,,
bingham,1,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
blount,2,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
burr,12,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
gunn,11,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
henry,1,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
howard,11,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
langdon,1,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
laurance,4,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
martin,1,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
mason,1,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
paine,1,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
ross,5,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
stockton,1,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
tazewell,3,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
tracy,5,Cmte on bill for military establishment,,Feb,9,1797,4,13,,
bingham,4,Cmte to notify VP,,Feb,10,1797,4,13,,
brown,1,Cmte to notify VP,,Feb,10,1797,4,13,,
burr,5,Cmte to notify VP,,Feb,10,1797,4,13,,
foster,1,Cmte to notify VP,,Feb,10,1797,4,13,,
henry,4,Cmte to notify VP,,Feb,10,1797,4,13,,
hillhouse,9,Cmte to notify VP,,Feb,10,1797,4,13,,
langdon,2,Cmte to notify VP,,Feb,10,1797,4,13,,
laurance,6,Cmte to notify VP,,Feb,10,1797,4,13,,
marshall,2,Cmte to notify VP,,Feb,10,1797,4,13,,
mason,10,Cmte to notify VP,,Feb,10,1797,4,13,,
paine,1,Cmte to notify VP,,Feb,10,1797,4,13,,
read,2,Cmte to notify VP,,Feb,10,1797,4,13,,
ross,5,Cmte to notify VP,,Feb,10,1797,4,13,,
sedgwick,9,Cmte to notify VP,,Feb,10,1797,4,13,,
tracy,4,Cmte to notify VP,,Feb,10,1797,4,13,,
vining,1,Cmte to notify VP,,Feb,10,1797,4,13,,
bloodworth,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
bradford,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
brown,1,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
burr,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
cocke,1,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
goodhue,1,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
hillhouse,3,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
howard,1,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
langdon,7,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
laurance,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
livermore,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
marshall,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
martin,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
mason,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
read,3,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
rutherfurd,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
sedgwick,2,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
tattnall,1,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
tazewell,4,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
tichenor,4,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
tracy,12,Cmte on bill for de Neufville,,Feb,15,1797,4,13,,
bloodworth,2,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
brown,2,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
cocke,1,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
henry,1,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
langdon,1,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
laurance,3,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
livermore,8,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
paine,2,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
read,3,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
ross,3,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
sedgwick,10,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
tazewell,3,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
tichenor,1,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
tracy,3,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
vining,8,Cmte on bill for circuit courts,,Feb,15,1797,4,13,,
brown,1,cmte on debtors to US,,Feb,16,1797,4,13,,
burr,3,cmte on debtors to US,,Feb,16,1797,4,13,,
goodhue,1,cmte on debtors to US,,Feb,16,1797,4,13,,
henry,4,cmte on debtors to US,,Feb,16,1797,4,13,,
hillhouse,1,cmte on debtors to US,,Feb,16,1797,4,13,,
langdon,7,cmte on debtors to US,,Feb,16,1797,4,13,,
latimer,1,cmte on debtors to US,,Feb,16,1797,4,13,,
laurance,4,cmte on debtors to US,,Feb,16,1797,4,13,,
livermore,6,cmte on debtors to US,,Feb,16,1797,4,13,,
marshall,3,cmte on debtors to US,,Feb,16,1797,4,13,,
read,15,cmte on debtors to US,,Feb,16,1797,4,13,,
ross,4,cmte on debtors to US,,Feb,16,1797,4,13,,
rutherfurd,2,cmte on debtors to US,,Feb,16,1797,4,13,,
tattnall,1,cmte on debtors to US,,Feb,16,1797,4,13,,
tazewell,3,cmte on debtors to US,,Feb,16,1797,4,13,,
tracy,4,cmte on debtors to US,,Feb,16,1797,4,13,,
bradford,1,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
brown,2,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
burr,12,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
henry,8,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
langdon,4,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
laurance,3,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
marshall,1,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
read,4,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
ross,2,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
sedgwick,14,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
tattnall,1,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
tazewell,8,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
tichenor,1,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
tracy,11,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
vining,1,Cmte to draft answer to VP's farewell address,,Feb,16,1797,4,13,,
bingham,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
bloodworth,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
bradford,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
brown,2,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
burr,2,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
cocke,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
foster,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
goodhue,5,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
henry,2,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
hillhouse,2,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
howard,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
langdon,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
latimer,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
livermore,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
marshall,5,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
martin,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
mason,6,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
paine,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
ross,10,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
rutherfurd,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
sedgwick,13,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
tazewell,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
tichenor,1,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
tracy,6,Cmte on bill distilled spirits,,Feb,15,1797,4,13,,
brown,3,Cmte on Anthony W White,,Feb,9,1797,4,13,,
burr,16,Cmte on Anthony W White,,Feb,9,1797,4,13,,
gunn,2,Cmte on Anthony W White,,Feb,9,1797,4,13,,
henry,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
hillhouse,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
howard,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
langdon,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
laurance,3,Cmte on Anthony W White,,Feb,9,1797,4,13,,
livermore,2,Cmte on Anthony W White,,Feb,9,1797,4,13,,
marshall,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
martin,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
mason,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
paine,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
read,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
ross,8,Cmte on Anthony W White,,Feb,9,1797,4,13,,
rutherfurd,3,Cmte on Anthony W White,,Feb,9,1797,4,13,,
stockton,7,Cmte on Anthony W White,,Feb,9,1797,4,13,,
tazewell,4,Cmte on Anthony W White,,Feb,9,1797,4,13,,
tichenor,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
tracy,10,Cmte on Anthony W White,,Feb,9,1797,4,13,,
vining,1,Cmte on Anthony W White,,Feb,9,1797,4,13,,
bloodworth,3,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
blount,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
brown,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
burr,5,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
cocke,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
foster,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
goodhue,4,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
henry,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
hillhouse,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
langdon,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
laurance,2,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
livermore,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
marshall,2,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
martin,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
paine,2,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
ross,8,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
rutherfurd,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
sedgwick,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
stockton,7,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
tazewell,7,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
tracy,1,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
vining,6,Cmte on Conference on state balances,,Feb,17,1797,4,14,,
bloodworth,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
bradford,5,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
brown,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
burr,3,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
cocke,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
goodhue,13,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
henry,2,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
hillhouse,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
howard,3,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
langdon,6,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
latimer,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
laurance,4,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
livermore,2,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
marshall,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
mason,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
paine,5,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
read,3,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
ross,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
rutherfurd,2,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
sedgwick,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
tattnall,2,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
tazewell,2,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
tichenor,1,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
tracy,3,Cmte on HR Bills on Navy and coastal trade,,Feb,20,1797,4,14,,
bingham,2,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
bloodworth,5,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
bradford,4,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
brown,3,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
foster,1,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
goodhue,2,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
gunn,1,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
henry,11,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
hillhouse,13,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
howard,3,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
langdon,3,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
laurance,5,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
livermore,4,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
marshall,1,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
martin,11,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
mason,3,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
paine,4,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
read,6,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
ross,1,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
rutherfurd,4,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
stockton,2,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
tattnall,4,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
tazewell,2,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
tracy,2,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
vining,1,Cmte on petition of Glasgow & others,,Jan,31,1797,4,14,,
bloodworth,1,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
blount,2,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
bradford,1,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
brown,2,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
goodhue,5,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
henry,4,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
hillhouse,2,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
howard,7,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
hunter,1,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
langdon,4,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
laurance,3,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
livermore,11,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
martin,2,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
mason,5,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
paine,3,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
ross,2,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
rutherfurd,2,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
sedgwick,1,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
stockton,2,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
tattnall,2,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
tazewell,9,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
tracy,3,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
vining,1,Cmte on bill for salary for AG,,Feb,23,1797,4,14,,
blount,2,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
bradford,1,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
brown,4,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
goodhue,4,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
henry,6,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
hillhouse,14,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
hunter,1,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
langdon,1,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
laurance,2,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
livermore,3,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
martin,1,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
mason,1,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
paine,1,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
read,1,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
ross,5,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
rutherfurd,1,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
sedgwick,6,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
stockton,2,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
tazewell,2,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
tichenor,2,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
tracy,3,Cmte bill appropriation- insurrection,,Feb,23,1797,4,14,,
blount,1,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
bradford,1,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
brown,4,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
burr,2,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
goodhue,10,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
henry,6,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
hillhouse,1,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
howard,1,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
langdon,2,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
laurance,4,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
livermore,3,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
marshall,12,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
martin,1,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
mason,2,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
paine,2,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
read,1,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
rutherfurd,1,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
stockton,2,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
tattnall,1,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
tazewell,13,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
tichenor,10,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
tracy,3,Cmte bill Dey Regency Algiers,,Feb,24,1797,4,14,,
bradford,4,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
goodhue,16,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
hillhouse,1,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
howard,2,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
langdon,10,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
laurance,3,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
livermore,2,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
marshall,1,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
paine,1,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
read,1,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
ross,1,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
rutherfurd,2,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
sedgwick,1,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
stockton,2,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
tattnall,3,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
vining,1,Cmte on compensation for officers of revenue,,Feb,24,1797,4,14,,
bloodworth,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
blount,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
bradford,5,Cmte on appropriation bill,,Feb,26,1797,4,14,,
burr,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
foster,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
goodhue,5,Cmte on appropriation bill,,Feb,26,1797,4,14,,
gunn,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
henry,10,Cmte on appropriation bill,,Feb,26,1797,4,14,,
hillhouse,2,Cmte on appropriation bill,,Feb,26,1797,4,14,,
howard,2,Cmte on appropriation bill,,Feb,26,1797,4,14,,
hunter,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
langdon,7,Cmte on appropriation bill,,Feb,26,1797,4,14,,
latimer,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
laurance,4,Cmte on appropriation bill,,Feb,26,1797,4,14,,
livermore,3,Cmte on appropriation bill,,Feb,26,1797,4,14,,
marshall,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
martin,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
mason,2,Cmte on appropriation bill,,Feb,26,1797,4,14,,
paine,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
read,4,Cmte on appropriation bill,,Feb,26,1797,4,14,,
rutherfurd,2,Cmte on appropriation bill,,Feb,26,1797,4,14,,
sedgwick,2,Cmte on appropriation bill,,Feb,26,1797,4,14,,
stockton,1,Cmte on appropriation bill,,Feb,26,1797,4,14,,
tattnall,3,Cmte on appropriation bill,,Feb,26,1797,4,14,,
tazewell,4,Cmte on appropriation bill,,Feb,26,1797,4,14,,
tracy,8,Cmte on appropriation bill,,Feb,26,1797,4,14,,
brown,11,Cmte John C Symmes,,Feb,24,1797,4,14,,
goodhue,3,Cmte John C Symmes,,Feb,24,1797,4,14,,
henry,2,Cmte John C Symmes,,Feb,24,1797,4,14,,
hillhouse,1,Cmte John C Symmes,,Feb,24,1797,4,14,,
howard,3,Cmte John C Symmes,,Feb,24,1797,4,14,,
laurance,3,Cmte John C Symmes,,Feb,24,1797,4,14,,
livermore,2,Cmte John C Symmes,,Feb,24,1797,4,14,,
mason,1,Cmte John C Symmes,,Feb,24,1797,4,14,,
paine,5,Cmte John C Symmes,,Feb,24,1797,4,14,,
read,1,Cmte John C Symmes,,Feb,24,1797,4,14,,
ross,12,Cmte John C Symmes,,Feb,24,1797,4,14,,
rutherfurd,2,Cmte John C Symmes,,Feb,24,1797,4,14,,
stockton,12,Cmte John C Symmes,,Feb,24,1797,4,14,,
