NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first,st
white,2,Cmte on Office on petition of purchasers of land in Ohio,,Jan,16,1806,9,13,,
worthington,2,Cmte on Office on petition of purchasers of land in Ohio,,Jan,16,1806,9,13,,
wright,2,Cmte on Office on petition of purchasers of land in Ohio,,Jan,16,1806,9,13,,
adams,4,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
anderson,4,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
baldwin,9,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
bradley,18,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
condit,3,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
gaillard,1,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
giles,1,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
hillhouse,1,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
kitchell,3,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
logan,6,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
maclay,2,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
mitchill,6,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
moore,7,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
pickering,2,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
smith,8,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,John,NY
smith,1,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,John,NY
smith,2,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,John,OH
smith,1,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,Daniel,TN
smith,2,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,Israel,VT
sumter,7,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
thruston,3,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
tracy,8,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
turner,5,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
white,2,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
worthington,1,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
wright,11,Cmte on claim of Hamet Bashaw - treaty with Tripoli,,Jan,16,1806,9,13,,
adair,4,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
adams,2,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
anderson,6,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
baldwin,8,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
bradley,6,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
condit,2,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
gaillard,2,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
gilman,1,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
hillhouse,1,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
kitchell,3,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
logan,2,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
maclay,4,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
mitchill,1,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
moore,7,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
smith,3,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,John,NY
smith,3,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,John,NY
smith,5,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,John,OH
smith,6,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,Daniel,TN
smith,6,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,Israel,VT
sumter,4,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
thruston,2,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
tracy,1,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
turner,3,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
white,1,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
worthington,9,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
wright,8,Cmte on bill Surveyor General in Louisiana - 5 members,,Jan,22,1806,9,13,,
adair,1,cmte on MI govt,,Jan,22,1806,9,13,,
baldwin,3,cmte on MI govt,,Jan,22,1806,9,13,,
bradley,1,cmte on MI govt,,Jan,22,1806,9,13,,
condit,1,cmte on MI govt,,Jan,22,1806,9,13,,
giles,3,cmte on MI govt,,Jan,22,1806,9,13,,
howland,1,cmte on MI govt,,Jan,22,1806,9,13,,
kitchell,5,cmte on MI govt,,Jan,22,1806,9,13,,
maclay,11,cmte on MI govt,,Jan,22,1806,9,13,,
moore,1,cmte on MI govt,,Jan,22,1806,9,13,,
plumer,1,cmte on MI govt,,Jan,22,1806,9,13,,
smith,2,cmte on MI govt,,Jan,22,1806,9,13,John,NY
smith,2,cmte on MI govt,,Jan,22,1806,9,13,John,NY
smith,4,cmte on MI govt,,Jan,22,1806,9,13,John,OH
smith,1,cmte on MI govt,,Jan,22,1806,9,13,Daniel,TN
smith,4,cmte on MI govt,,Jan,22,1806,9,13,Israel,VT
sumter,2,cmte on MI govt,,Jan,22,1806,9,13,,
thruston,2,cmte on MI govt,,Jan,22,1806,9,13,,
tracy,2,cmte on MI govt,,Jan,22,1806,9,13,,
turner,3,cmte on MI govt,,Jan,22,1806,9,13,,
white,1,cmte on MI govt,,Jan,22,1806,9,13,,
worthington,1,cmte on MI govt,,Jan,22,1806,9,13,,
wright,1,cmte on MI govt,,Jan,22,1806,9,13,,
adair,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
adams,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
anderson,3,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
baldwin,4,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
bradley,3,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
gaillard,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
giles,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
kitchell,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
logan,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
maclay,1,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
mitchill,1,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
pickering,1,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
smith,3,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,John,NY
smith,3,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,John,NY
smith,18,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,John,OH
smith,3,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,Daniel,TN
smith,3,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,Israel,VT
sumter,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
thruston,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
tracy,4,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
turner,2,Cmte sale land & certain lot of land,,Jan,22,1806,9,14,,
adams,1,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
anderson,1,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
bradley,21,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
condit,1,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
maclay,1,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
pickering,1,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
plumer,1,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
smith,22,Cmte to recommit George Rapp,,Jan,22,1806,9,14,John,NY
smith,2,Cmte to recommit George Rapp,,Jan,22,1806,9,14,John,OH
tracy,2,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
white,1,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
worthington,21,Cmte to recommit George Rapp,,Jan,22,1806,9,14,,
adair,3,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
baldwin,4,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
bradley,21,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
condit,1,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
fenner,1,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
gaillard,2,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
gilman,2,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
hillhouse,3,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
kitchell,3,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
logan,2,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
maclay,1,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
mitchill,1,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
pickering,2,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
smith,1,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,John,NY
smith,2,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,John,NY
smith,1,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,John,OH
smith,2,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,Daniel,TN
smith,1,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,Israel,VT
sumter,5,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
thruston,4,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
tracy,7,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
turner,2,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
wright,2,Cmte on petition of Seth Harding,,Jan,23,1806,9,14,,
adair,13,Cmte on militia bill,,Jan,23,1806,9,14,,
adams,1,Cmte on militia bill,,Jan,23,1806,9,14,,
anderson,7,Cmte on militia bill,,Jan,23,1806,9,14,,
baldwin,4,Cmte on militia bill,,Jan,23,1806,9,14,,
bradley,8,Cmte on militia bill,,Jan,23,1806,9,14,,
condit,1,Cmte on militia bill,,Jan,23,1806,9,14,,
fenner,1,Cmte on militia bill,,Jan,23,1806,9,14,,
gilman,5,Cmte on militia bill,,Jan,23,1806,9,14,,
hillhouse,2,Cmte on militia bill,,Jan,23,1806,9,14,,
kitchell,3,Cmte on militia bill,,Jan,23,1806,9,14,,
logan,2,Cmte on militia bill,,Jan,23,1806,9,14,,
maclay,1,Cmte on militia bill,,Jan,23,1806,9,14,,
moore,3,Cmte on militia bill,,Jan,23,1806,9,14,,
pickering,7,Cmte on militia bill,,Jan,23,1806,9,14,,
plumer,1,Cmte on militia bill,,Jan,23,1806,9,14,,
smith,26,Cmte on militia bill,,Jan,23,1806,9,14,John,NY
smith,8,Cmte on militia bill,,Jan,23,1806,9,14,John,NY
baldwin,3,Cmte on militia bill,,Jan,23,1806,9,14,,
smith,3,Cmte on militia bill,,Jan,23,1806,9,14,Israel,VT
sumter,19,Cmte on militia bill,,Jan,23,1806,9,14,,
thruston,3,Cmte on militia bill,,Jan,23,1806,9,14,,
tracy,8,Cmte on militia bill,,Jan,23,1806,9,14,,
turner,2,Cmte on militia bill,,Jan,23,1806,9,14,,
white,5,Cmte on militia bill,,Jan,23,1806,9,14,,
worthington,1,Cmte on militia bill,,Jan,23,1806,9,14,,
wright,3,Cmte on militia bill,,Jan,23,1806,9,14,,
adair,1,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
adams,3,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
anderson,14,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
baldwin,15,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
bayard,2,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
bradley,3,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
condit,2,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
gaillard,2,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
giles,2,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
howland,1,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
kitchell,1,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
logan,3,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
maclay,4,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
mitchill,9,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
moore,3,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
pickering,1,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
smith,9,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,John,NY
smith,2,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,John,OH
smith,1,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,Daniel,TN
smith,4,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,Israel,VT
sumter,4,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
thruston,2,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
tracy,16,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
turner,1,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
worthington,1,Cmte on Anderson's motion respecting appropriations for 1806,,Jan,28,1806,9,14,,
adams,3,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
anderson,1,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
baldwin,2,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
bayard,8,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
bradley,4,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
condit,2,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
gilman,3,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
howland,2,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
kitchell,4,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
logan,20,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
maclay,4,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
mitchill,4,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
moore,1,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
plumer,1,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
smith,3,cmte on petition of DE Canal,,Jan,28,1806,9,14,John,NY
smith,1,cmte on petition of DE Canal,,Jan,28,1806,9,14,John,OH
smith,2,cmte on petition of DE Canal,,Jan,28,1806,9,14,Daniel,TN
smith,2,cmte on petition of DE Canal,,Jan,28,1806,9,14,Israel,VT
sumter,3,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
thruston,1,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
tracy,4,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
turner,3,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
wright,2,cmte on petition of DE Canal,,Jan,28,1806,9,14,,
adams,4,Cmte on bill state courts,,Jan,29,1806,9,14,,
anderson,3,Cmte on bill state courts,,Jan,29,1806,9,14,,
baldwin,7,Cmte on bill state courts,,Jan,29,1806,9,14,,
bayard,4,Cmte on bill state courts,,Jan,29,1806,9,14,,
bradley,6,Cmte on bill state courts,,Jan,29,1806,9,14,,
gaillard,2,Cmte on bill state courts,,Jan,29,1806,9,14,,
hillhouse,1,Cmte on bill state courts,,Jan,29,1806,9,14,,
howland,1,Cmte on bill state courts,,Jan,29,1806,9,14,,
kitchell,1,Cmte on bill state courts,,Jan,29,1806,9,14,,
logan,2,Cmte on bill state courts,,Jan,29,1806,9,14,,
maclay,1,Cmte on bill state courts,,Jan,29,1806,9,14,,
mitchill,8,Cmte on bill state courts,,Jan,29,1806,9,14,,
moore,2,Cmte on bill state courts,,Jan,29,1806,9,14,,
plumer,2,Cmte on bill state courts,,Jan,29,1806,9,14,,
smith,3,Cmte on bill state courts,,Jan,29,1806,9,14,John,NY
smith,6,Cmte on bill state courts,,Jan,29,1806,9,14,Israel,VT
thruston,3,Cmte on bill state courts,,Jan,29,1806,9,14,,
tracy,8,Cmte on bill state courts,,Jan,29,1806,9,14,,
turner,3,Cmte on bill state courts,,Jan,29,1806,9,14,,
white,1,Cmte on bill state courts,,Jan,29,1806,9,14,,
worthington,1,Cmte on bill state courts,,Jan,29,1806,9,14,,
adair,4,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
adams,2,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
anderson,2,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
baldwin,5,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
bayard,2,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
bradley,4,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
kitchell,1,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
logan,2,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
maclay,12,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
mitchill,1,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
moore,3,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
pickering,3,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
smith,6,Cmte bill 100000 militia,,Jan,29,1806,9,14,John,NY
smith,3,Cmte bill 100000 militia,,Jan,29,1806,9,14,John,NY
smith,2,Cmte bill 100000 militia,,Jan,29,1806,9,14,John,OH
smith,3,Cmte bill 100000 militia,,Jan,29,1806,9,14,Daniel,TN
smith,4,Cmte bill 100000 militia,,Jan,29,1806,9,14,Israel,VT
sumter,12,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
thruston,2,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
tracy,3,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
turner,1,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
white,3,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
worthington,3,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
wright,1,Cmte bill 100000 militia,,Jan,29,1806,9,14,,
adair,1,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
anderson,1,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
baldwin,3,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
bayard,1,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
bradley,1,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
condit,2,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
fenner,2,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
kitchell,2,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
logan,1,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
maclay,3,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
mitchill,2,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
moore,4,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
plumer,1,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
smith,1,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,John,NY
smith,1,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,John,OH
thruston,2,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
tracy,4,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
turner,2,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
worthington,12,Cmte on Bill LA by Worthington,,Jan,30,1806,9,14,,
adair,1,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
adams,1,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
anderson,11,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
baldwin,2,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
bradley,4,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
gilman,1,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
logan,2,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
pickering,2,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
plumer,2,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
smith,2,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,John,OH
smith,6,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,Daniel,TN
smith,1,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,Israel,VT
thruston,1,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
tracy,15,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
turner,3,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
white,2,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
worthington,1,Cmte on Cherokee treaty with motion to ratify,,Jan,30,1806,9,14,,
adams,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
anderson,7,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
baldwin,11,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
bayard,17,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
bradley,3,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
condit,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
giles,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
kitchell,2,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
logan,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
maclay,3,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
moore,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
pickering,2,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
plumer,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
smith,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,John,NY
smith,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,John,NY
smith,3,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,Israel,VT
sumter,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
thruston,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
tracy,4,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
turner,2,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
white,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
wright,1,Cmte on Bayar's resolution pay witnesses Judge Chase,,Jan,31,1806,9,14,,
adair,4,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
adams,5,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
anderson,4,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
baldwin,18,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
bayard,4,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
bradley,5,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
condit,1,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
fenner,3,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
gaillard,1,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
gilman,6,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
howland,2,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
kitchell,3,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
logan,7,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
maclay,3,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
mitchill,6,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
moore,3,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
pickering,5,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
plumer,1,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
smith,7,Cmte on Bill american seamen,,Jan,31,1806,9,15,John,NY
smith,2,Cmte on Bill american seamen,,Jan,31,1806,9,15,John,NY
smith,1,Cmte on Bill american seamen,,Jan,31,1806,9,15,John,OH
smith,4,Cmte on Bill american seamen,,Jan,31,1806,9,15,Israel,VT
sumter,4,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
thruston,1,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
tracy,9,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
turner,5,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
white,1,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
wright,20,Cmte on Bill american seamen,,Jan,31,1806,9,15,,
adair,1,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
adams,5,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
baldwin,1,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
bradley,1,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
condit,2,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
fenner,1,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
gaillard,2,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
howland,2,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
maclay,1,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
mitchill,14,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
pickering,2,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
smith,4,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,John,NY
smith,1,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,Daniel,TN
smith,1,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,Israel,VT
stone,2,Cmte on memorial of Governors NY hospital,,Feb,3,1806,9,15,,
