NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first
bingham,2,Cmte on bill Patents,,Apr,28,1800,6,14,
brown,2,Cmte on bill Patents,,Apr,28,1800,6,14,
dayton,3,Cmte on bill Patents,,Apr,28,1800,6,14,
dexter,7,Cmte on bill Patents,,Apr,28,1800,6,14,
foster,1,Cmte on bill Patents,,Apr,28,1800,6,14,
franklin,1,Cmte on bill Patents,,Apr,28,1800,6,14,
goodhue,2,Cmte on bill Patents,,Apr,28,1800,6,14,
greene,5,Cmte on bill Patents,,Apr,28,1800,6,14,
gunn,1,Cmte on bill Patents,,Apr,28,1800,6,14,
hillhouse,2,Cmte on bill Patents,,Apr,28,1800,6,14,
howard,2,Cmte on bill Patents,,Apr,28,1800,6,14,
langdon,2,Cmte on bill Patents,,Apr,28,1800,6,14,
latimer,1,Cmte on bill Patents,,Apr,28,1800,6,14,
livermore,3,Cmte on bill Patents,,Apr,28,1800,6,14,
marshall,6,Cmte on bill Patents,,Apr,28,1800,6,14,
mason,2,Cmte on bill Patents,,Apr,28,1800,6,14,Stevens
nicholas,2,Cmte on bill Patents,,Apr,28,1800,6,14,
read,2,Cmte on bill Patents,,Apr,28,1800,6,14,
ross,3,Cmte on bill Patents,,Apr,28,1800,6,14,
schureman,3,Cmte on bill Patents,,Apr,28,1800,6,14,
tracy,1,Cmte on bill Patents,,Apr,28,1800,6,14,
anderson,1,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
baldwin,3,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
brown,10,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
dayton,4,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
franklin,1,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
goodhue,1,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
greene,2,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
gunn,2,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
hillhouse,4,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
latimer,1,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
livermore,6,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
marshall,1,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
mason,3,Cmte on bill Miami Lands,,Apr,29,1800,6,14,Stevens
nicholas,2,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
read,5,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
ross,12,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
schureman,3,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
tracy,1,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
wells,1,Cmte on bill Miami Lands,,Apr,29,1800,6,14,
bingham,1,Cmte of conference on Division of NW territory,,Apr,29,1800,6,15,
brown,13,Cmte of conference on Division of NW territory,,Apr,29,1800,6,15,
dayton,4,Cmte of conference on Division of NW territory,,Apr,29,1800,6,15,
dexter,2,Cmte of conference on Division of NW territory,,Apr,29,1800,6,15,
gunn,2,Cmte of conference on Division of NW territory,,Apr,29,1800,6,15,
marshall,1,Cmte of conference on Division of NW territory,,Apr,29,1800,6,15,
ross,19,Cmte of conference on Division of NW territory,,Apr,29,1800,6,15,
anderson,2,Cmte on copper mines,,Apr,30,1800,6,15,
brown,3,Cmte on copper mines,,Apr,30,1800,6,15,
dayton,4,Cmte on copper mines,,Apr,30,1800,6,15,
dexter,8,Cmte on copper mines,,Apr,30,1800,6,15,
franklin,1,Cmte on copper mines,,Apr,30,1800,6,15,
gunn,6,Cmte on copper mines,,Apr,30,1800,6,15,
hillhouse,2,Cmte on copper mines,,Apr,30,1800,6,15,
langdon,3,Cmte on copper mines,,Apr,30,1800,6,15,
livermore,6,Cmte on copper mines,,Apr,30,1800,6,15,
marshall,2,Cmte on copper mines,,Apr,30,1800,6,15,
mason,1,Cmte on copper mines,,Apr,30,1800,6,15,Stevens
nicholas,2,Cmte on copper mines,,Apr,30,1800,6,15,
read,2,Cmte on copper mines,,Apr,30,1800,6,15,
ross,2,Cmte on copper mines,,Apr,30,1800,6,15,
schureman,6,Cmte on copper mines,,Apr,30,1800,6,15,
tracy,1,Cmte on copper mines,,Apr,30,1800,6,15,
wells,5,Cmte on copper mines,,Apr,30,1800,6,15,
baldwin,5,Cmte of conference settlement with GA,,May,1,1800,6,15,
brown,2,Cmte of conference settlement with GA,,May,1,1800,6,15,
dexter,13,Cmte of conference settlement with GA,,May,1,1800,6,15,
gunn,2,Cmte of conference settlement with GA,,May,1,1800,6,15,
latimer,1,Cmte of conference settlement with GA,,May,1,1800,6,15,
livermore,2,Cmte of conference settlement with GA,,May,1,1800,6,15,
mason,3,Cmte of conference settlement with GA,,May,1,1800,6,15,
ross,17,Cmte of conference settlement with GA,,May,1,1800,6,15,
tracy,1,Cmte of conference settlement with GA,,May,1,1800,6,15,
wells,1,Cmte of conference settlement with GA,,May,1,1800,6,15,
anderson,2,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
baldwin,2,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
bingham,1,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
brown,3,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
dayton,1,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
dexter,10,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
franklin,3,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
gunn,1,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
hillhouse,2,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
howard,1,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
latimer,1,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
livermore,7,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
marshall,1,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
mason,2,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,Stevens
nicholas,5,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
ross,12,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
schureman,1,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
tracy,5,Cmte on amendments to bill electors of PUS & VP,,May,2,1800,6,15,
anderson,3,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
baldwin,1,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
bloodworth,15,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
brown,1,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
cocke,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
dayton,1,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
dexter,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
foster,1,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
goodhue,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
greene,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
gunn,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
howard,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
langdon,1,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
latimer,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
livermore,7,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
morris,1,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
nicholas,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
read,2,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
ross,1,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
schureman,1,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
tracy,5,Cmte on motion next meeting of Congress,,May,3,1800,6,15,
anderson,3,Cmte on bill surveyor districts,,May,6,1800,6,15,
bingham,3,Cmte on bill surveyor districts,,May,6,1800,6,15,
bloodworth,2,Cmte on bill surveyor districts,,May,6,1800,6,15,
brown,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
cocke,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
dayton,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
foster,2,Cmte on bill surveyor districts,,May,6,1800,6,15,
franklin,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
goodhue,5,Cmte on bill surveyor districts,,May,6,1800,6,15,
greene,4,Cmte on bill surveyor districts,,May,6,1800,6,15,
gunn,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
hillhouse,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
langdon,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
latimer,2,Cmte on bill surveyor districts,,May,6,1800,6,15,
laurance,3,Cmte on bill surveyor districts,,May,6,1800,6,15,
livermore,7,Cmte on bill surveyor districts,,May,6,1800,6,15,
marshall,2,Cmte on bill surveyor districts,,May,6,1800,6,15,
mason,4,Cmte on bill surveyor districts,,May,6,1800,6,15,Stevens
morris,2,Cmte on bill surveyor districts,,May,6,1800,6,15,
nicholas,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
pinckney,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
read,3,Cmte on bill surveyor districts,,May,6,1800,6,15,
ross,1,Cmte on bill surveyor districts,,May,6,1800,6,15,
schureman,5,Cmte on bill surveyor districts,,May,6,1800,6,15,
wells,6,Cmte on bill surveyor districts,,May,6,1800,6,15,
anderson,1,Cmte on bill public minister,,May,6,1800,6,15,
baldwin,3,Cmte on bill public minister,,May,6,1800,6,15,
bingham,8,Cmte on bill public minister,,May,6,1800,6,15,
brown,1,Cmte on bill public minister,,May,6,1800,6,15,
cocke,2,Cmte on bill public minister,,May,6,1800,6,15,
dayton,3,Cmte on bill public minister,,May,6,1800,6,15,
dexter,2,Cmte on bill public minister,,May,6,1800,6,15,
franklin,2,Cmte on bill public minister,,May,6,1800,6,15,
goodhue,1,Cmte on bill public minister,,May,6,1800,6,15,
greene,1,Cmte on bill public minister,,May,6,1800,6,15,
gunn,1,Cmte on bill public minister,,May,6,1800,6,15,
hillhouse,1,Cmte on bill public minister,,May,6,1800,6,15,
howard,3,Cmte on bill public minister,,May,6,1800,6,15,
langdon,2,Cmte on bill public minister,,May,6,1800,6,15,
latimer,1,Cmte on bill public minister,,May,6,1800,6,15,
laurance,5,Cmte on bill public minister,,May,6,1800,6,15,
livermore,1,Cmte on bill public minister,,May,6,1800,6,15,
marshall,3,Cmte on bill public minister,,May,6,1800,6,15,
mason,7,Cmte on bill public minister,,May,6,1800,6,15,Stevens
morris,10,Cmte on bill public minister,,May,6,1800,6,15,
nicholas,1,Cmte on bill public minister,,May,6,1800,6,15,
pinckney,3,Cmte on bill public minister,,May,6,1800,6,15,
read,3,Cmte on bill public minister,,May,6,1800,6,15,
ross,1,Cmte on bill public minister,,May,6,1800,6,15,
schureman,4,Cmte on bill public minister,,May,6,1800,6,15,
tracy,1,Cmte on bill public minister,,May,6,1800,6,15,
anderson,9,Cmte on bill Indian Treaty,,May,6,1800,6,15,
baldwin,2,Cmte on bill Indian Treaty,,May,6,1800,6,15,
bloodworth,1,Cmte on bill Indian Treaty,,May,6,1800,6,15,
brown,5,Cmte on bill Indian Treaty,,May,6,1800,6,15,
dexter,6,Cmte on bill Indian Treaty,,May,6,1800,6,15,
foster,1,Cmte on bill Indian Treaty,,May,6,1800,6,15,
franklin,3,Cmte on bill Indian Treaty,,May,6,1800,6,15,
goodhue,1,Cmte on bill Indian Treaty,,May,6,1800,6,15,
gunn,12,Cmte on bill Indian Treaty,,May,6,1800,6,15,
hillhouse,10,Cmte on bill Indian Treaty,,May,6,1800,6,15,
howard,1,Cmte on bill Indian Treaty,,May,6,1800,6,15,
langdon,1,Cmte on bill Indian Treaty,,May,6,1800,6,15,
livermore,1,Cmte on bill Indian Treaty,,May,6,1800,6,15,
marshall,2,Cmte on bill Indian Treaty,,May,6,1800,6,15,
mason,2,Cmte on bill Indian Treaty,,May,6,1800,6,15,Stevens
morris,1,Cmte on bill Indian Treaty,,May,6,1800,6,15,
nicholas,2,Cmte on bill Indian Treaty,,May,6,1800,6,15,
read,2,Cmte on bill Indian Treaty,,May,6,1800,6,15,
ross,3,Cmte on bill Indian Treaty,,May,6,1800,6,15,
tracy,4,Cmte on bill Indian Treaty,,May,6,1800,6,15,
anderson,2,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
baldwin,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
bloodworth,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
brown,6,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
dayton,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
foster,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
greene,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
gunn,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
hillhouse,2,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
langdon,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
latimer,5,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
livermore,4,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
marshall,4,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
mason,2,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,Stevens
nicholas,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
pinckney,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
ross,7,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
schureman,2,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
tracy,2,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
wells,1,Cmte on bill Vincennes & IL settlers,,May,6,1800,6,15,
anderson,2,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
brown,4,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
dayton,3,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
foster,1,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
franklin,2,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
greene,1,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
gunn,2,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
hillhouse,4,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
howard,4,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
latimer,2,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
livermore,4,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
marshall,12,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
nicholas,1,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
read,3,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
schureman,1,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
tracy,8,Cmte on bill Harding & Trumen's children,,May,9,1800,6,16,
anderson,2,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
baldwin,4,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
bingham,1,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
bloodworth,2,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
brown,6,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
dayton,3,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
dexter,8,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
foster,2,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
franklin,1,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
goodhue,1,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
greene,1,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
gunn,1,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
hillhouse,4,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
livermore,2,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
morris,1,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
read,7,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
tracy,2,Cmte on bill admit slaves into MS Territory,,May,9,1800,6,16,
anderson,1,Cmte on bill additional duties,,May,9,1800,6,16,
baldwin,2,Cmte on bill additional duties,,May,9,1800,6,16,
bingham,9,Cmte on bill additional duties,,May,9,1800,6,16,
brown,1,Cmte on bill additional duties,,May,9,1800,6,16,
dayton,2,Cmte on bill additional duties,,May,9,1800,6,16,
dexter,3,Cmte on bill additional duties,,May,9,1800,6,16,
franklin,1,Cmte on bill additional duties,,May,9,1800,6,16,
goodhue,8,Cmte on bill additional duties,,May,9,1800,6,16,
greene,3,Cmte on bill additional duties,,May,9,1800,6,16,
hillhouse,2,Cmte on bill additional duties,,May,9,1800,6,16,
howard,3,Cmte on bill additional duties,,May,9,1800,6,16,
laurance,4,Cmte on bill additional duties,,May,9,1800,6,16,
livermore,2,Cmte on bill additional duties,,May,9,1800,6,16,
marshall,2,Cmte on bill additional duties,,May,9,1800,6,16,
morris,4,Cmte on bill additional duties,,May,9,1800,6,16,
nicholas,1,Cmte on bill additional duties,,May,9,1800,6,16,
read,2,Cmte on bill additional duties,,May,9,1800,6,16,
ross,2,Cmte on bill additional duties,,May,9,1800,6,16,
schureman,1,Cmte on bill additional duties,,May,9,1800,6,16,
tracy,4,Cmte on bill additional duties,,May,9,1800,6,16,
anderson,4,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
baldwin,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
bingham,1,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
bloodworth,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
brown,4,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
dayton,3,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
dexter,5,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
foster,1,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
franklin,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
greene,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
gunn,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
howard,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
latimer,1,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
laurance,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
livermore,7,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
marshall,1,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
mason,1,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,Stevens
morris,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
nicholas,7,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
read,2,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
schureman,3,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
tracy,7,Cmte on bill for compensation of customs officers May 9,,May,9,1800,6,16,
anderson,7,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
baldwin,1,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
brown,2,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
dayton,2,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
dexter,1,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
foster,2,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
greene,1,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
gunn,4,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
hillhouse,6,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
howard,2,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
latimer,1,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
livermore,8,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
morris,1,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
read,3,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
ross,18,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
schureman,1,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
tracy,7,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
wells,1,Cmte on bill trading houses with Indians,,May,10,1800,6,16,
bingham,7,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
bloodworth,1,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
brown,1,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
cocke,1,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
dayton,2,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
foster,1,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
greene,3,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
gunn,3,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
livermore,3,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
morris,3,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
read,4,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
wells,6,cmte to wait on PUS to notify adjourn,,May,14,1800,6,16,
anderson,1,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
baldwin,1,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
bingham,1,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
bloodworth,1,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
dayton,1,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
laurance,11,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
livermore,12,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
ross,4,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
schureman,1,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
tracy,1,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
wells,3,cmte of Conference power of surveyors of revenue,,May,11,1800,6,16,
bingham,9,Cmte of conference on amendments to mint bill,,May,12,1800,6,16,
hillhouse,12,Cmte of conference on amendments to mint bill,,May,12,1800,6,16,
howard,1,Cmte of conference on amendments to mint bill,,May,12,1800,6,16,
livermore,6,Cmte of conference on amendments to mint bill,,May,12,1800,6,16,
morris,1,Cmte of conference on amendments to mint bill,,May,12,1800,6,16,
read,3,Cmte of conference on amendments to mint bill,,May,12,1800,6,16,
ross,2,Cmte of conference on amendments to mint bill,,May,12,1800,6,16,
schureman,1,Cmte of conference on amendments to mint bill,,May,12,1800,6,16,
anderson,5,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
baldwin,1,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
brown,3,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
cocke,1,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
dayton,8,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
dexter,5,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
foster,1,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
franklin,1,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
gunn,8,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
hillhouse,2,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
howard,5,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
latimer,1,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
livermore,3,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
marshall,4,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
mason,5,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,Stevens
morris,1,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
read,2,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
ross,1,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
tracy,12,Cmte on HR amendments to augmenting the army,,May,12,1800,6,16,
anderson,12,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
baldwin,2,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
bingham,1,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
bloodworth,1,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
brown,4,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
cocke,1,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
dayton,2,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
dexter,2,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
gunn,4,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
howard,1,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
latimer,1,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
livermore,4,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
marshall,8,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
mason,1,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,Stevens
morris,2,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
read,2,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
ross,11,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
schureman,3,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
tracy,4,Cmte on resolution of Laws of Governor & judges of MS Territory,,May,12,1800,6,17,
anderson,2,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
baldwin,1,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
brown,8,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
dayton,8,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
dexter,2,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
hillhouse,4,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
howard,3,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
latimer,1,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
laurance,4,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
livermore,3,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
marshall,5,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
morris,2,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
ross,13,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
schureman,1,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
tracy,1,Cmte on bill refugees of Canada & Nova Scotia,,May,12,1800,6,17,
baldwin,5,Cmte on reply to PUS's message,,Nov,22,1800,6,17,
foster,4,Cmte on reply to PUS's message,,Nov,22,1800,6,17,
hillhouse,1,Cmte on reply to PUS's message,,Nov,22,1800,6,17,
langdon,4,Cmte on reply to PUS's message,,Nov,22,1800,6,17,
livermore,1,Cmte on reply to PUS's message,,Nov,22,1800,6,17,
marshall,2,Cmte on reply to PUS's message,,Nov,22,1800,6,17,
mason,3,Cmte on reply to PUS's message,,Nov,22,1800,6,17,Stevens
morris,12,Cmte on reply to PUS's message,,Nov,22,1800,6,17,
schureman,2,Cmte on reply to PUS's message,,Nov,22,1800,6,17,
