NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first
anderson,2,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
bloodworth,7,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
brown,1,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
chipman,5,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
cocke,2,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
dayton,4,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
foster,1,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
franklin,2,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
goodhue,2,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
greene,4,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
gunn,2,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
hillhouse,1,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
howard,1,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
latimer,1,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
laurance,2,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
livermore,2,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
lloyd,3,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
marshall,3,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
mason,1,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,Stevens
paine,3,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
pinckney,1,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
ross,4,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
tracy,19,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
watson,1,Cmte on revision of laws about to expire,,Mar,11,1800,6,10,
anderson,13,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
bloodworth,4,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
chipman,18,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
dayton,1,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
franklin,8,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
greene,3,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
gunn,1,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
langdon,1,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
laurance,19,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
livermore,4,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
lloyd,2,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
marshall,1,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
mason,2,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,Stevens
nicholas,10,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
paine,1,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
pinckney,6,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
read,3,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
ross,6,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
schureman,3,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
tracy,5,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
watson,1,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
wells,3,Cmte on motion to amend judicial act---jurors,,Mar,12,1800,6,10,
anderson,8,Cmte on bill Post Roads,,Mar,12,1800,6,10,
baldwin,4,Cmte on bill Post Roads,,Mar,12,1800,6,10,
bingham,4,Cmte on bill Post Roads,,Mar,12,1800,6,10,
bloodworth,4,Cmte on bill Post Roads,,Mar,12,1800,6,10,
brown,3,Cmte on bill Post Roads,,Mar,12,1800,6,10,
chipman,1,Cmte on bill Post Roads,,Mar,12,1800,6,10,
cocke,3,Cmte on bill Post Roads,,Mar,12,1800,6,10,
dayton,3,Cmte on bill Post Roads,,Mar,12,1800,6,10,
dexter,1,Cmte on bill Post Roads,,Mar,12,1800,6,10,
foster,2,Cmte on bill Post Roads,,Mar,12,1800,6,10,
franklin,5,Cmte on bill Post Roads,,Mar,12,1800,6,10,
goodhue,2,Cmte on bill Post Roads,,Mar,12,1800,6,10,
greene,2,Cmte on bill Post Roads,,Mar,12,1800,6,10,
gunn,6,Cmte on bill Post Roads,,Mar,12,1800,6,10,
hillhouse,1,Cmte on bill Post Roads,,Mar,12,1800,6,10,
langdon,3,Cmte on bill Post Roads,,Mar,12,1800,6,10,
latimer,4,Cmte on bill Post Roads,,Mar,12,1800,6,10,
laurance,8,Cmte on bill Post Roads,,Mar,12,1800,6,10,
livermore,3,Cmte on bill Post Roads,,Mar,12,1800,6,10,
lloyd,2,Cmte on bill Post Roads,,Mar,12,1800,6,10,
marshall,5,Cmte on bill Post Roads,,Mar,12,1800,6,10,
mason,4,Cmte on bill Post Roads,,Mar,12,1800,6,10,Stevens
nicholas,14,Cmte on bill Post Roads,,Mar,12,1800,6,10,
paine,3,Cmte on bill Post Roads,,Mar,12,1800,6,10,
pinckney,4,Cmte on bill Post Roads,,Mar,12,1800,6,10,
read,12,Cmte on bill Post Roads,,Mar,12,1800,6,10,
ross,7,Cmte on bill Post Roads,,Mar,12,1800,6,10,
schureman,2,Cmte on bill Post Roads,,Mar,12,1800,6,10,
tracy,5,Cmte on bill Post Roads,,Mar,12,1800,6,10,
watson,5,Cmte on bill Post Roads,,Mar,12,1800,6,10,
wells,2,Cmte on bill Post Roads,,Mar,12,1800,6,10,
anderson,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
baldwin,2,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
bingham,8,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
bloodworth,2,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
brown,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
cocke,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
foster,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
franklin,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
goodhue,16,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
greene,3,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
gunn,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
hillhouse,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
langdon,4,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
laurance,5,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
livermore,3,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
lloyd,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
mason,2,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,Stevens
nicholas,4,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
pinckney,1,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
read,2,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
ross,3,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
schureman,2,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
tracy,2,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
watson,5,Cmte Sec of T return of emolument to officers of customs,,Mar,12,1800,6,10,
anderson,4,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
bloodworth,1,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
brown,1,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
chipman,3,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
cocke,2,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
dayton,1,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
franklin,3,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
goodhue,2,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
greene,4,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
gunn,11,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
hillhouse,6,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
langdon,2,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
laurance,6,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
livermore,1,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
lloyd,2,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
mason,1,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
nicholas,3,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
paine,1,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
pinckney,1,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
read,3,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
ross,3,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
schureman,1,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
tracy,3,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
watson,2,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
wells,2,Cmte bill for relief of Campbell Smith,,Mar,13,1800,6,10,
anderson,2,Cmte bill district court of NC,,Mar,14,1800,6,10,
baldwin,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
bingham,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
bloodworth,10,Cmte bill district court of NC,,Mar,14,1800,6,10,
brown,2,Cmte bill district court of NC,,Mar,14,1800,6,10,
chipman,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
cocke,2,Cmte bill district court of NC,,Mar,14,1800,6,10,
dayton,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
franklin,11,Cmte bill district court of NC,,Mar,14,1800,6,10,
greene,2,Cmte bill district court of NC,,Mar,14,1800,6,10,
gunn,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
hillhouse,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
howard,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
laurance,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
livermore,5,Cmte bill district court of NC,,Mar,14,1800,6,10,
marshall,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
mason,1,Cmte bill district court of NC,,Mar,14,1800,6,10,Stevens
nicholas,4,Cmte bill district court of NC,,Mar,14,1800,6,10,
paine,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
read,2,Cmte bill district court of NC,,Mar,14,1800,6,10,
ross,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
schureman,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
tracy,2,Cmte bill district court of NC,,Mar,14,1800,6,10,
wells,1,Cmte bill district court of NC,,Mar,14,1800,6,10,
anderson,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
baldwin,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
bingham,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
bloodworth,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
brown,4,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
chipman,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
cocke,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
dayton,7,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
dexter,8,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
foster,1,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
franklin,3,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
greene,5,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
gunn,1,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
hillhouse,1,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
langdon,1,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
laurance,3,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
livermore,3,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
lloyd,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
marshall,1,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
mason,4,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
nicholas,3,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
pinckney,1,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
read,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
ross,8,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
schureman,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
tracy,2,Cmte on bill military interference at elections,,Mar,17,1800,6,10,
anderson,14,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
bloodworth,3,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
brown,1,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
chipman,1,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
cocke,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
dayton,4,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
dexter,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
franklin,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
goodhue,1,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
greene,3,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
gunn,1,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
hillhouse,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
langdon,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
laurance,1,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
livermore,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
lloyd,1,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
marshall,4,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
nicholas,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
paine,3,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
read,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
ross,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
schureman,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
tracy,5,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
watson,2,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
wells,1,Cmte memorial of Paul McDermott,,Mar,17,1800,6,10,
anderson,2,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
bingham,12,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
brown,3,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
cocke,1,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
dayton,2,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
franklin,1,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
goodhue,10,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
hillhouse,6,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
langdon,1,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
laurance,2,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
livermore,1,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
lloyd,1,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
marshall,2,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
read,1,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
ross,3,Cmte of Conference New Orleans bill,,Mar,17,1800,6,11,
anderson,1,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
bloodworth,1,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
brown,2,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
cocke,2,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
dayton,7,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
dexter,4,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
foster,1,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
goodhue,1,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
greene,1,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
gunn,10,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
hillhouse,3,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
langdon,2,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
laurance,1,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
livermore,4,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
lloyd,4,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
mason,2,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
nicholas,3,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
paine,2,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
read,3,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
ross,5,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
schureman,2,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
tracy,4,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
wells,1,Cmte on bill pay PMG & assts to Adjunt General,,Mar,18,1800,6,11,
anderson,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
baldwin,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
bingham,8,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
brown,2,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
dayton,2,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
dexter,4,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
franklin,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
goodhue,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
greene,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
gunn,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
hillhouse,7,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
langdon,2,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
latimer,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
laurance,2,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
livermore,3,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
marshall,2,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
mason,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
nicholas,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
paine,7,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
read,11,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
ross,2,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
schureman,1,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
tracy,6,Cmte on bill PUS borrow $,,Mar,21,1800,6,11,
anderson,3,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
baldwin,2,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
bingham,1,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
brown,6,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
dayton,4,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
dexter,7,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
franklin,1,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
greene,1,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
gunn,12,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
hillhouse,1,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
langdon,1,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
livermore,1,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
marshall,7,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
nicholas,1,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
ross,12,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
tracy,7,Cmte on bill settlement of limits w/ GA,,Mar,21,1800,6,11,
anderson,2,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
baldwin,2,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
bingham,2,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
brown,3,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
chipman,4,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
dayton,1,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
dexter,3,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
foster,1,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
franklin,1,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
greene,4,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
gunn,2,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
hillhouse,2,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
langdon,1,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
latimer,2,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
laurance,1,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
livermore,9,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
marshall,7,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
mason,2,Cmte on bill patents & patentees,,Mar,21,1800,6,11,Stevens
nicholas,1,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
paine,8,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
ross,2,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
schureman,3,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
tracy,6,Cmte on bill patents & patentees,,Mar,21,1800,6,11,
bingham,10,Cmte on John Collet's bill,,Mar,21,1800,6,11,
bloodworth,1,Cmte on John Collet's bill,,Mar,21,1800,6,11,
cocke,2,Cmte on John Collet's bill,,Mar,21,1800,6,11,
dayton,4,Cmte on John Collet's bill,,Mar,21,1800,6,11,
dexter,1,Cmte on John Collet's bill,,Mar,21,1800,6,11,
foster,1,Cmte on John Collet's bill,,Mar,21,1800,6,11,
goodhue,13,Cmte on John Collet's bill,,Mar,21,1800,6,11,
greene,1,Cmte on John Collet's bill,,Mar,21,1800,6,11,
hillhouse,1,Cmte on John Collet's bill,,Mar,21,1800,6,11,
langdon,6,Cmte on John Collet's bill,,Mar,21,1800,6,11,
latimer,2,Cmte on John Collet's bill,,Mar,21,1800,6,11,
livermore,2,Cmte on John Collet's bill,,Mar,21,1800,6,11,
lloyd,1,Cmte on John Collet's bill,,Mar,21,1800,6,11,
marshall,2,Cmte on John Collet's bill,,Mar,21,1800,6,11,
paine,2,Cmte on John Collet's bill,,Mar,21,1800,6,11,
read,4,Cmte on John Collet's bill,,Mar,21,1800,6,11,
schureman,1,Cmte on John Collet's bill,,Mar,21,1800,6,11,
anderson,2,Cmte on RI College bill,,Mar,27,1800,6,11,
baldwin,2,Cmte on RI College bill,,Mar,27,1800,6,11,
brown,2,Cmte on RI College bill,,Mar,27,1800,6,11,
chipman,1,Cmte on RI College bill,,Mar,27,1800,6,11,
dexter,4,Cmte on RI College bill,,Mar,27,1800,6,11,
foster,2,Cmte on RI College bill,,Mar,27,1800,6,11,
goodhue,1,Cmte on RI College bill,,Mar,27,1800,6,11,
greene,8,Cmte on RI College bill,,Mar,27,1800,6,11,
hillhouse,4,Cmte on RI College bill,,Mar,27,1800,6,11,
langdon,5,Cmte on RI College bill,,Mar,27,1800,6,11,
laurance,1,Cmte on RI College bill,,Mar,27,1800,6,11,
livermore,2,Cmte on RI College bill,,Mar,27,1800,6,11,
marshall,2,Cmte on RI College bill,,Mar,27,1800,6,11,
mason,3,Cmte on RI College bill,,Mar,27,1800,6,11,
nicholas,2,Cmte on RI College bill,,Mar,27,1800,6,11,
paine,2,Cmte on RI College bill,,Mar,27,1800,6,11,
pinckney,2,Cmte on RI College bill,,Mar,27,1800,6,11,
read,1,Cmte on RI College bill,,Mar,27,1800,6,11,
ross,4,Cmte on RI College bill,,Mar,27,1800,6,11,
schureman,3,Cmte on RI College bill,,Mar,27,1800,6,11,
tracy,1,Cmte on RI College bill,,Mar,27,1800,6,11,
wells,2,Cmte on RI College bill,,Mar,27,1800,6,11,
anderson,5,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
bloodworth,2,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
brown,6,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
cocke,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
dexter,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
foster,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
franklin,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
goodhue,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
greene,2,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
gunn,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
hillhouse,7,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
langdon,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
laurance,3,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
livermore,6,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
marshall,3,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
mason,2,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
paine,7,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
ross,5,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
schureman,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
tracy,1,Cmte on bill Indian Tribes,,Mar,27,1800,6,11,
anderson,2,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
baldwin,4,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
bloodworth,2,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
brown,4,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
cocke,3,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
dexter,4,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
foster,1,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
franklin,3,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
greene,3,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
gunn,1,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
hillhouse,1,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
langdon,4,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
laurance,1,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
livermore,1,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
lloyd,1,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
marshall,3,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
nicholas,3,Cmte bill alt oaths in enumeration bill,,Mar,28,1800,6,11,
